"Laatste: Tijd (s)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)"
0,7740;-0,198;-6,112;;;;2709,000000;-6,977;-7,050;3,870;6,664;7,700;;;
0,7742;-0,198;-6,147;;;;2709,700000;-6,982;-7,055;3,871;6,674;7,700;;;
0,7744;-0,193;-6,186;;;;2710,400000;-6,977;-7,055;3,872;6,684;7,695;;;
0,7746;-0,193;-6,220;;;;2711,100000;-6,982;-7,055;3,873;6,689;7,700;;;
0,7748;-0,193;-6,249;;;;2711,800000;-6,982;-7,060;3,874;6,698;7,695;;;
0,7750;-0,188;-6,278;;;;2712,500000;-6,982;-7,050;3,875;6,708;7,700;;;
0,7752;-0,183;-6,308;;;;2713,200000;-6,982;-7,065;3,876;6,723;7,705;;;
0,7754;-0,188;-6,347;;;;2713,900000;-6,977;-7,050;3,877;6,733;7,690;;;
0,7756;-0,183;-6,381;;;;2714,600000;-6,982;-7,055;3,878;6,733;7,700;;;
0,7758;-0,188;-6,415;;;;2715,300000;-6,982;-7,050;3,879;6,752;7,695;;;
0,7760;-0,183;-6,444;;;;2716,000000;-6,982;-7,055;3,880;6,752;7,695;;;
0,7762;-0,183;-6,474;;;;2716,700000;-6,977;-7,055;3,881;6,767;7,700;;;
0,7764;-0,173;-6,503;;;;2717,400000;-6,982;-7,050;3,882;6,772;7,695;;;
0,7766;-0,173;-6,532;;;;2718,100000;-6,982;-7,060;3,883;6,781;7,700;;;
0,7768;-0,173;-6,557;;;;2718,800000;-6,977;-7,050;3,884;6,791;7,700;;;
0,7770;-0,178;-6,596;;;;2719,500000;-6,987;-7,060;3,885;6,796;7,695;;;
0,7772;-0,173;-6,625;;;;2720,200000;-6,977;-7,055;3,886;6,806;7,700;;;
0,7774;-0,173;-6,659;;;;2720,900000;-6,982;-7,055;3,887;6,816;7,690;;;
0,7776;-0,178;-6,679;;;;2721,600000;-6,977;-7,060;3,888;6,821;7,695;;;
0,7778;-0,168;-6,713;;;;2722,300000;-6,982;-7,055;3,889;6,835;7,700;;;
0,7780;-0,164;-6,737;;;;2723,000000;-6,977;-7,060;3,890;6,835;7,695;;;
0,7782;-0,164;-6,762;;;;2723,700000;-6,977;-7,050;3,891;6,845;7,705;;;
0,7784;-0,159;-6,791;;;;2724,400000;-6,982;-7,055;3,892;6,855;7,695;;;
0,7786;-0,159;-6,821;;;;2725,100000;-6,977;-7,050;3,893;6,860;7,700;;;
0,7788;-0,159;-6,845;;;;2725,800000;-6,982;-7,050;3,894;6,869;7,700;;;
0,7790;-0,159;-6,874;;;;2726,500000;-6,982;-7,055;3,895;6,879;7,700;;;
0,7792;-0,159;-6,899;;;;2727,200000;-6,977;-7,055;3,896;6,884;7,700;;;
0,7794;-0,154;-6,923;;;;2727,900000;-6,977;-7,060;3,897;6,894;7,700;;;
0,7796;-0,149;-6,947;;;;2728,600000;-6,972;-7,055;3,898;6,894;7,695;;;
0,7798;-0,144;-6,972;;;;2729,300000;-6,982;-7,060;3,899;6,908;7,700;;;
0,7800;-0,144;-6,991;;;;2730,000000;-6,977;-7,055;3,900;6,908;7,690;;;
0,7802;-0,144;-7,021;;;;2730,700000;-6,982;-7,055;3,901;6,918;7,695;;;
0,7804;-0,144;-7,040;;;;2731,400000;-6,977;-7,060;3,902;6,928;7,705;;;
0,7806;-0,139;-7,070;;;;2732,100000;-6,977;-7,050;3,903;6,928;7,700;;;
0,7808;-0,144;-7,084;;;;2732,800000;-6,982;-7,060;3,904;6,947;7,700;;;
0,7810;-0,134;-7,109;;;;2733,500000;-6,977;-7,055;3,905;6,947;7,695;;;
0,7812;-0,134;-7,128;;;;2734,200000;-6,987;-7,060;3,906;6,957;7,700;;;
0,7814;-0,134;-7,148;;;;2734,900000;-6,977;-7,050;3,907;6,962;7,700;;;
0,7816;-0,129;-7,167;;;;2735,600000;-6,982;-7,055;3,908;6,962;7,695;;;
0,7818;-0,129;-7,192;;;;2736,300000;-6,977;-7,055;3,909;6,977;7,700;;;
0,7820;-0,125;-7,211;;;;2737,000000;-6,977;-7,050;3,910;6,977;7,700;;;
0,7822;-0,125;-7,236;;;;2737,700000;-6,982;-7,060;3,911;6,982;7,695;;;
0,7824;-0,125;-7,255;;;;2738,400000;-6,977;-7,055;3,912;6,991;7,700;;;
0,7826;-0,125;-7,270;;;;2739,100000;-6,982;-7,055;3,913;6,991;7,700;;;
0,7828;-0,120;-7,294;;;;2739,800000;-6,977;-7,060;3,914;7,006;7,705;;;
0,7830;-0,120;-7,304;;;;2740,500000;-6,982;-7,055;3,915;7,011;7,700;;;
0,7832;-0,110;-7,319;;;;2741,200000;-6,982;-7,065;3,916;7,021;7,700;;;
0,7834;-0,105;-7,343;;;;2741,900000;-6,982;-7,055;3,917;7,026;7,700;;;
0,7836;-0,110;-7,358;;;;2742,600000;-6,987;-7,065;3,918;7,031;7,690;;;
0,7838;-0,115;-7,382;;;;2743,300000;-6,977;-7,055;3,919;7,035;7,700;;;
0,7840;-0,110;-7,402;;;;2744,000000;-6,982;-7,060;3,920;7,040;7,700;;;
0,7842;-0,105;-7,411;;;;2744,700000;-6,982;-7,055;3,921;7,045;7,700;;;
0,7844;-0,105;-7,421;;;;2745,400000;-6,982;-7,055;3,922;7,055;7,700;;;
0,7846;-0,100;-7,441;;;;2746,100000;-6,977;-7,055;3,923;7,060;7,695;;;
0,7848;-0,100;-7,455;;;;2746,800000;-6,972;-7,050;3,924;7,060;7,700;;;
0,7850;-0,100;-7,475;;;;2747,500000;-6,987;-7,060;3,925;7,070;7,700;;;
0,7852;-0,100;-7,490;;;;2748,200000;-6,977;-7,050;3,926;7,074;7,700;;;
0,7854;-0,095;-7,499;;;;2748,900000;-6,982;-7,055;3,927;7,084;7,700;;;
0,7856;-0,095;-7,519;;;;2749,600000;-6,977;-7,055;3,928;7,084;7,695;;;
0,7858;-0,095;-7,529;;;;2750,300000;-6,982;-7,055;3,929;7,094;7,705;;;
0,7860;-0,090;-7,538;;;;2751,000000;-6,982;-7,060;3,930;7,099;7,705;;;
0,7862;-0,085;-7,548;;;;2751,700000;-6,977;-7,050;3,931;7,094;7,695;;;
0,7864;-0,085;-7,563;;;;2752,400000;-6,987;-7,060;3,932;7,114;7,705;;;
0,7866;-0,081;-7,573;;;;2753,100000;-6,982;-7,055;3,933;7,114;7,695;;;
0,7868;-0,081;-7,587;;;;2753,800000;-6,982;-7,055;3,934;7,118;7,700;;;
0,7870;-0,085;-7,597;;;;2754,500000;-6,977;-7,050;3,935;7,123;7,705;;;
0,7872;-0,076;-7,612;;;;2755,200000;-6,977;-7,050;3,936;7,123;7,700;;;
0,7874;-0,081;-7,617;;;;2755,900000;-6,977;-7,055;3,937;7,138;7,700;;;
0,7876;-0,071;-7,626;;;;2756,600000;-6,977;-7,050;3,938;7,138;7,695;;;
0,7878;-0,071;-7,636;;;;2757,300000;-6,982;-7,055;3,939;7,143;7,700;;;
0,7880;-0,066;-7,641;;;;2758,000000;-6,982;-7,050;3,940;7,148;7,700;;;
0,7882;-0,071;-7,656;;;;2758,700000;-6,982;-7,050;3,941;7,148;7,700;;;
0,7884;-0,066;-7,665;;;;2759,400000;-6,982;-7,065;3,942;7,158;7,700;;;
0,7886;-0,071;-7,675;;;;2760,100000;-6,982;-7,055;3,943;7,162;7,700;;;
0,7888;-0,071;-7,685;;;;2760,800000;-6,982;-7,060;3,944;7,162;7,700;;;
0,7890;-0,066;-7,690;;;;2761,500000;-6,977;-7,050;3,945;7,172;7,700;;;
0,7892;-0,061;-7,695;;;;2762,200000;-6,987;-7,055;3,946;7,172;7,700;;;
0,7894;-0,056;-7,695;;;;2762,900000;-6,982;-7,050;3,947;7,182;7,705;;;
0,7896;-0,051;-7,705;;;;2763,600000;-6,982;-7,055;3,948;7,182;7,700;;;
0,7898;-0,056;-7,709;;;;2764,300000;-6,982;-7,060;3,949;7,182;7,705;;;
0,7900;-0,051;-7,719;;;;2765,000000;-6,982;-7,050;3,950;7,197;7,700;;;
0,7902;-0,051;-7,729;;;;2765,700000;-6,982;-7,055;3,951;7,197;7,695;;;
0,7904;-0,051;-7,729;;;;2766,400000;-6,977;-7,055;3,952;7,201;7,700;;;
0,7906;-0,046;-7,734;;;;2767,100000;-6,977;-7,060;3,953;7,206;7,705;;;
0,7908;-0,046;-7,734;;;;2767,800000;-6,977;-7,055;3,954;7,201;7,700;;;
0,7910;-0,042;-7,739;;;;2768,500000;-6,982;-7,050;3,955;7,216;7,700;;;
0,7912;-0,037;-7,734;;;;2769,200000;-6,982;-7,060;3,956;7,221;7,700;;;
0,7914;-0,032;-7,739;;;;2769,900000;-6,972;-7,050;3,957;7,221;7,705;;;
0,7916;-0,032;-7,739;;;;2770,600000;-6,987;-7,055;3,958;7,226;7,700;;;
0,7918;-0,027;-7,739;;;;2771,300000;-6,977;-7,060;3,959;7,226;7,700;;;
0,7920;-0,027;-7,734;;;;2772,000000;-6,982;-7,060;3,960;7,236;7,700;;;
0,7922;-0,017;-7,729;;;;2772,700000;-6,982;-7,060;3,961;7,241;7,695;;;
0,7924;-0,017;-7,724;;;;2773,400000;-6,977;-7,055;3,962;7,241;7,700;;;
0,7926;-0,012;-7,719;;;;2774,100000;-6,982;-7,060;3,963;7,245;7,705;;;
0,7928;-0,007;-7,709;;;;2774,800000;-6,977;-7,050;3,964;7,245;7,700;;;
0,7930;-0,002;-7,714;;;;2775,500000;-6,982;-7,050;3,965;7,255;7,709;;;
0,7932;-0,002;-7,709;;;;2776,200000;-6,982;-7,055;3,966;7,255;7,700;;;
0,7934;-0,002;-7,705;;;;2776,900000;-6,977;-7,050;3,967;7,255;7,700;;;
0,7936;-0,002;-7,700;;;;2777,600000;-6,982;-7,060;3,968;7,265;7,705;;;
0,7938;0,002;-7,690;;;;2778,300000;-6,982;-7,055;3,969;7,265;7,700;;;
0,7940;0,007;-7,680;;;;2779,000000;-6,987;-7,055;3,970;7,270;7,705;;;
0,7942;0,007;-7,675;;;;2779,700000;-6,977;-7,050;3,971;7,270;7,700;;;
0,7944;0,012;-7,670;;;;2780,400000;-6,977;-7,055;3,972;7,275;7,700;;;
0,7946;0,012;-7,665;;;;2781,100000;-6,982;-7,055;3,973;7,280;7,700;;;
0,7948;0,012;-7,656;;;;2781,800000;-6,982;-7,055;3,974;7,280;7,700;;;
0,7950;0,017;-7,651;;;;2782,500000;-6,982;-7,060;3,975;7,289;7,705;;;
0,7952;0,017;-7,636;;;;2783,200000;-6,977;-7,050;3,976;7,294;7,705;;;
0,7954;0,022;-7,626;;;;2783,900000;-6,982;-7,055;3,977;7,289;7,705;;;
0,7956;0,022;-7,617;;;;2784,600000;-6,977;-7,055;3,978;7,294;7,700;;;
0,7958;0,027;-7,612;;;;2785,300000;-6,982;-7,055;3,979;7,294;7,700;;;
0,7960;0,032;-7,597;;;;2786,000000;-6,977;-7,055;3,980;7,304;7,705;;;
0,7962;0,032;-7,587;;;;2786,700000;-6,977;-7,050;3,981;7,304;7,705;;;
0,7964;0,032;-7,582;;;;2787,400000;-6,982;-7,060;3,982;7,309;7,700;;;
0,7966;0,032;-7,568;;;;2788,100000;-6,977;-7,055;3,983;7,319;7,700;;;
0,7968;0,032;-7,553;;;;2788,800000;-6,987;-7,060;3,984;7,314;7,705;;;
0,7970;0,037;-7,543;;;;2789,500000;-6,977;-7,055;3,985;7,319;7,705;;;
0,7972;0,042;-7,529;;;;2790,200000;-6,982;-7,060;3,986;7,319;7,700;;;
0,7974;0,042;-7,514;;;;2790,900000;-6,977;-7,055;3,987;7,324;7,695;;;
0,7976;0,046;-7,499;;;;2791,600000;-6,982;-7,055;3,988;7,333;7,700;;;
0,7978;0,046;-7,490;;;;2792,300000;-6,987;-7,060;3,989;7,328;7,700;;;
0,7980;0,046;-7,480;;;;2793,000000;-6,977;-7,055;3,990;7,328;7,709;;;
0,7982;0,046;-7,460;;;;2793,700000;-6,982;-7,055;3,991;7,333;7,700;;;
0,7984;0,046;-7,451;;;;2794,400000;-6,977;-7,055;3,992;7,338;7,700;;;
0,7986;0,051;-7,431;;;;2795,100000;-6,982;-7,055;3,993;7,343;7,700;;;
0,7988;0,056;-7,407;;;;2795,800000;-6,982;-7,055;3,994;7,348;7,695;;;
0,7990;0,056;-7,392;;;;2796,500000;-6,977;-7,050;3,995;7,348;7,705;;;
0,7992;0,061;-7,377;;;;2797,200000;-6,982;-7,060;3,996;7,353;7,705;;;
0,7994;0,061;-7,363;;;;2797,900000;-6,977;-7,055;3,997;7,348;7,705;;;
0,7996;0,061;-7,343;;;;2798,600000;-6,987;-7,050;3,998;7,358;7,705;;;
0,7998;0,061;-7,328;;;;2799,300000;-6,982;-7,055;3,999;7,358;7,695;;;
0,8000;0,066;-7,304;;;;2800,000000;-6,982;-7,055;4,000;7,363;7,709;;;
0,8002;0,071;-7,289;;;;2800,700000;-6,987;-7,060;4,001;7,363;7,700;;;
0,8004;0,071;-7,265;;;;2801,400000;-6,982;-7,060;4,002;7,363;7,700;;;
0,8006;0,076;-7,245;;;;2802,100000;-6,987;-7,060;4,003;7,372;7,705;;;
0,8008;0,081;-7,221;;;;2802,800000;-6,977;-7,055;4,004;7,372;7,700;;;
0,8010;0,076;-7,206;;;;2803,500000;-6,982;-7,055;4,005;7,372;7,705;;;
0,8012;0,076;-7,187;;;;2804,200000;-6,977;-7,055;4,006;7,377;7,709;;;
0,8014;0,081;-7,167;;;;2804,900000;-6,982;-7,050;4,007;7,377;7,700;;;
0,8016;0,081;-7,143;;;;2805,600000;-6,977;-7,060;4,008;7,382;7,705;;;
0,8018;0,090;-7,118;;;;2806,300000;-6,977;-7,050;4,009;7,387;7,700;;;
0,8020;0,090;-7,099;;;;2807,000000;-6,982;-7,055;4,010;7,382;7,700;;;
0,8022;0,090;-7,070;;;;2807,700000;-6,977;-7,055;4,011;7,392;7,705;;;
0,8024;0,100;-7,050;;;;2808,400000;-6,977;-7,055;4,012;7,387;7,700;;;
0,8026;0,095;-7,026;;;;2809,100000;-6,982;-7,055;4,013;7,392;7,709;;;
0,8028;0,095;-7,006;;;;2809,800000;-6,982;-7,050;4,014;7,392;7,700;;;
0,8030;0,095;-6,982;;;;2810,500000;-6,982;-7,055;4,015;7,397;7,700;;;
0,8032;0,095;-6,957;;;;2811,200000;-6,977;-7,055;4,016;7,402;7,700;;;
0,8034;0,105;-6,928;;;;2811,900000;-6,987;-7,055;4,017;7,402;7,700;;;
0,8036;0,105;-6,899;;;;2812,600000;-6,977;-7,055;4,018;7,407;7,705;;;
0,8038;0,110;-6,874;;;;2813,300000;-6,982;-7,055;4,019;7,407;7,705;;;
0,8040;0,115;-6,845;;;;2814,000000;-6,977;-7,060;4,020;7,402;7,700;;;
0,8042;0,115;-6,825;;;;2814,700000;-6,977;-7,055;4,021;7,411;7,700;;;
0,8044;0,110;-6,796;;;;2815,400000;-6,987;-7,055;4,022;7,411;7,700;;;
0,8046;0,110;-6,777;;;;2816,100000;-6,972;-7,050;4,023;7,416;7,709;;;
0,8048;0,110;-6,742;;;;2816,800000;-6,982;-7,055;4,024;7,416;7,705;;;
0,8050;0,115;-6,713;;;;2817,500000;-6,977;-7,055;4,025;7,416;7,700;;;
0,8052;0,120;-6,689;;;;2818,200000;-6,982;-7,055;4,026;7,421;7,705;;;
0,8054;0,125;-6,654;;;;2818,900000;-6,977;-7,060;4,027;7,421;7,700;;;
0,8056;0,125;-6,630;;;;2819,600000;-6,977;-7,050;4,028;7,426;7,709;;;
0,8058;0,125;-6,596;;;;2820,300000;-6,982;-7,060;4,029;7,431;7,700;;;
0,8060;0,120;-6,571;;;;2821,000000;-6,977;-7,055;4,030;7,421;7,705;;;
0,8062;0,125;-6,542;;;;2821,700000;-6,987;-7,060;4,031;7,431;7,705;;;
0,8064;0,129;-6,508;;;;2822,400000;-6,977;-7,060;4,032;7,436;7,695;;;
0,8066;0,129;-6,479;;;;2823,100000;-6,982;-7,050;4,033;7,431;7,709;;;
0,8068;0,134;-6,444;;;;2823,800000;-6,982;-7,055;4,034;7,436;7,700;;;
0,8070;0,139;-6,410;;;;2824,500000;-6,977;-7,050;4,035;7,436;7,700;;;
0,8072;0,139;-6,376;;;;2825,200000;-6,987;-7,055;4,036;7,446;7,705;;;
0,8074;0,139;-6,347;;;;2825,900000;-6,982;-7,055;4,037;7,441;7,700;;;
0,8076;0,139;-6,317;;;;2826,600000;-6,982;-7,055;4,038;7,446;7,705;;;
0,8078;0,139;-6,288;;;;2827,300000;-6,977;-7,055;4,039;7,446;7,705;;;
0,8080;0,139;-6,254;;;;2828,000000;-6,977;-7,050;4,040;7,446;7,700;;;
0,8082;0,144;-6,215;;;;2828,700000;-6,982;-7,065;4,041;7,451;7,705;;;
0,8084;0,149;-6,181;;;;2829,400000;-6,977;-7,055;4,042;7,451;7,700;;;
0,8086;0,154;-6,142;;;;2830,100000;-6,982;-7,055;4,043;7,455;7,705;;;
0,8088;0,159;-6,112;;;;2830,800000;-6,972;-7,055;4,044;7,455;7,705;;;
0,8090;0,154;-6,078;;;;2831,500000;-6,982;-7,060;4,045;7,451;7,705;;;
0,8092;0,154;-6,039;;;;2832,200000;-6,982;-7,055;4,046;7,465;7,709;;;
0,8094;0,159;-6,005;;;;2832,900000;-6,982;-7,050;4,047;7,460;7,705;;;
0,8096;0,154;-5,971;;;;2833,600000;-6,977;-7,060;4,048;7,460;7,705;;;
0,8098;0,164;-5,932;;;;2834,300000;-6,977;-7,050;4,049;7,460;7,700;;;
0,8100;0,164;-5,893;;;;2835,000000;-6,987;-7,055;4,050;7,460;7,700;;;
0,8102;0,168;-5,853;;;;2835,700000;-6,977;-7,055;4,051;7,465;7,709;;;
0,8104;0,168;-5,814;;;;2836,400000;-6,982;-7,050;4,052;7,470;7,705;;;
0,8106;0,168;-5,780;;;;2837,100000;-6,977;-7,055;4,053;7,465;7,700;;;
0,8108;0,168;-5,751;;;;2837,800000;-6,982;-7,050;4,054;7,475;7,705;;;
0,8110;0,168;-5,707;;;;2838,500000;-6,982;-7,060;4,055;7,475;7,705;;;
0,8112;0,168;-5,663;;;;2839,200000;-6,977;-7,050;4,056;7,475;7,709;;;
0,8114;0,173;-5,624;;;;2839,900000;-6,987;-7,055;4,057;7,475;7,700;;;
0,8116;0,178;-5,585;;;;2840,600000;-6,982;-7,060;4,058;7,470;7,705;;;
0,8118;0,183;-5,541;;;;2841,300000;-6,982;-7,055;4,059;7,480;7,700;;;
0,8120;0,183;-5,497;;;;2842,000000;-6,977;-7,055;4,060;7,475;7,695;;;
0,8122;0,183;-5,463;;;;2842,700000;-6,977;-7,050;4,061;7,480;7,705;;;
0,8124;0,183;-5,424;;;;2843,400000;-6,982;-7,060;4,062;7,480;7,705;;;
0,8126;0,183;-5,385;;;;2844,100000;-6,977;-7,055;4,063;7,480;7,705;;;
0,8128;0,183;-5,346;;;;2844,800000;-6,982;-7,050;4,064;7,490;7,705;;;
0,8130;0,188;-5,302;;;;2845,500000;-6,977;-7,055;4,065;7,485;7,700;;;
0,8132;0,193;-5,258;;;;2846,200000;-6,982;-7,055;4,066;7,490;7,709;;;
0,8134;0,193;-5,214;;;;2846,900000;-6,982;-7,050;4,067;7,490;7,705;;;
0,8136;0,198;-5,170;;;;2847,600000;-6,977;-7,050;4,068;7,490;7,709;;;
0,8138;0,193;-5,136;;;;2848,300000;-6,982;-7,060;4,069;7,495;7,705;;;
0,8140;0,198;-5,087;;;;2849,000000;-6,982;-7,050;4,070;7,490;7,695;;;
0,8142;0,193;-5,053;;;;2849,700000;-6,982;-7,055;4,071;7,495;7,709;;;
0,8144;0,193;-5,004;;;;2850,400000;-6,982;-7,055;4,072;7,495;7,705;;;
0,8146;0,198;-4,960;;;;2851,100000;-6,982;-7,050;4,073;7,490;7,700;;;
0,8148;0,198;-4,916;;;;2851,800000;-6,982;-7,060;4,074;7,499;7,709;;;
0,8150;0,203;-4,872;;;;2852,500000;-6,982;-7,055;4,075;7,499;7,700;;;
0,8152;0,208;-4,823;;;;2853,200000;-6,987;-7,060;4,076;7,495;7,705;;;
0,8154;0,208;-4,784;;;;2853,900000;-6,977;-7,050;4,077;7,499;7,705;;;
0,8156;0,208;-4,740;;;;2854,600000;-6,982;-7,055;4,078;7,499;7,705;;;
0,8158;0,203;-4,696;;;;2855,300000;-6,982;-7,050;4,079;7,504;7,705;;;
0,8160;0,203;-4,647;;;;2856,000000;-6,982;-7,050;4,080;7,499;7,700;;;
0,8162;0,208;-4,603;;;;2856,700000;-6,982;-7,060;4,081;7,504;7,705;;;
0,8164;0,212;-4,559;;;;2857,400000;-6,977;-7,050;4,082;7,509;7,700;;;
0,8166;0,217;-4,510;;;;2858,100000;-6,987;-7,060;4,083;7,499;7,700;;;
0,8168;0,212;-4,462;;;;2858,800000;-6,977;-7,055;4,084;7,509;7,705;;;
0,8170;0,217;-4,418;;;;2859,500000;-6,982;-7,055;4,085;7,514;7,705;;;
0,8172;0,217;-4,374;;;;2860,200000;-6,977;-7,055;4,086;7,509;7,705;;;
0,8174;0,212;-4,325;;;;2860,900000;-6,982;-7,050;4,087;7,519;7,705;;;
0,8176;0,217;-4,281;;;;2861,600000;-6,982;-7,060;4,088;7,514;7,700;;;
0,8178;0,217;-4,232;;;;2862,300000;-6,977;-7,055;4,089;7,514;7,709;;;
0,8180;0,222;-4,178;;;;2863,000000;-6,987;-7,060;4,090;7,519;7,705;;;
0,8182;0,222;-4,134;;;;2863,700000;-6,977;-7,060;4,091;7,509;7,705;;;
0,8184;0,227;-4,085;;;;2864,400000;-6,982;-7,055;4,092;7,524;7,705;;;
0,8186;0,222;-4,042;;;;2865,100000;-6,982;-7,055;4,093;7,514;7,700;;;
0,8188;0,222;-3,998;;;;2865,800000;-6,982;-7,050;4,094;7,524;7,714;;;
0,8190;0,222;-3,944;;;;2866,500000;-6,977;-7,060;4,095;7,524;7,705;;;
0,8192;0,227;-3,890;;;;2867,200000;-6,977;-7,050;4,096;7,519;7,705;;;
0,8194;0,227;-3,841;;;;2867,900000;-6,987;-7,060;4,097;7,529;7,705;;;
0,8196;0,232;-3,792;;;;2868,600000;-6,982;-7,055;4,098;7,524;7,705;;;
0,8198;0,232;-3,744;;;;2869,300000;-6,982;-7,055;4,099;7,524;7,709;;;
0,8200;0,237;-3,690;;;;2870,000000;-6,982;-7,055;4,100;7,524;7,705;;;
0,8202;0,237;-3,646;;;;2870,700000;-6,977;-7,050;4,101;7,524;7,700;;;
0,8204;0,232;-3,592;;;;2871,400000;-6,977;-7,060;4,102;7,534;7,709;;;
0,8206;0,232;-3,548;;;;2872,100000;-6,977;-7,055;4,103;7,529;7,705;;;
0,8208;0,232;-3,490;;;;2872,800000;-6,982;-7,055;4,104;7,534;7,705;;;
0,8210;0,237;-3,441;;;;2873,500000;-6,977;-7,060;4,105;7,534;7,709;;;
0,8212;0,237;-3,387;;;;2874,200000;-6,982;-7,055;4,106;7,529;7,709;;;
0,8214;0,242;-3,338;;;;2874,900000;-6,977;-7,055;4,107;7,538;7,705;;;
0,8216;0,242;-3,284;;;;2875,600000;-6,982;-7,050;4,108;7,534;7,705;;;
0,8218;0,242;-3,236;;;;2876,300000;-6,982;-7,060;4,109;7,534;7,705;;;
0,8220;0,242;-3,192;;;;2877,000000;-6,977;-7,050;4,110;7,538;7,705;;;
0,8222;0,237;-3,138;;;;2877,700000;-6,987;-7,050;4,111;7,534;7,705;;;
0,8224;0,242;-3,079;;;;2878,400000;-6,977;-7,055;4,112;7,543;7,709;;;
0,8226;0,247;-3,026;;;;2879,100000;-6,982;-7,050;4,113;7,538;7,705;;;
0,8228;0,247;-2,977;;;;2879,800000;-6,977;-7,055;4,114;7,534;7,705;;;
0,8230;0,252;-2,923;;;;2880,500000;-6,982;-7,055;4,115;7,543;7,705;;;
0,8232;0,252;-2,874;;;;2881,200000;-6,982;-7,055;4,116;7,538;7,700;;;
0,8234;0,252;-2,816;;;;2881,900000;-6,977;-7,055;4,117;7,538;7,705;;;
0,8236;0,247;-2,772;;;;2882,600000;-6,982;-7,060;4,118;7,543;7,705;;;
0,8238;0,247;-2,713;;;;2883,300000;-6,982;-7,055;4,119;7,543;7,709;;;
0,8240;0,252;-2,659;;;;2884,000000;-6,982;-7,055;4,120;7,553;7,705;;;
0,8242;0,252;-2,606;;;;2884,700000;-6,982;-7,055;4,121;7,538;7,700;;;
0,8244;0,252;-2,557;;;;2885,400000;-6,977;-7,050;4,122;7,543;7,705;;;
0,8246;0,256;-2,498;;;;2886,100000;-6,982;-7,060;4,123;7,543;7,705;;;
0,8248;0,256;-2,449;;;;2886,800000;-6,977;-7,050;4,124;7,548;7,705;;;
0,8250;0,252;-2,400;;;;2887,500000;-6,987;-7,055;4,125;7,553;7,705;;;
0,8252;0,252;-2,342;;;;2888,200000;-6,982;-7,055;4,126;7,553;7,700;;;
0,8254;0,252;-2,293;;;;2888,900000;-6,982;-7,050;4,127;7,548;7,709;;;
0,8256;0,252;-2,234;;;;2889,600000;-6,977;-7,060;4,128;7,548;7,705;;;
0,8258;0,256;-2,186;;;;2890,300000;-6,977;-7,055;4,129;7,548;7,705;;;
0,8260;0,256;-2,127;;;;2891,000000;-6,987;-7,055;4,130;7,553;7,709;;;
0,8262;0,256;-2,068;;;;2891,700000;-6,982;-7,060;4,131;7,553;7,700;;;
0,8264;0,252;-2,020;;;;2892,400000;-6,982;-7,060;4,132;7,553;7,705;;;
0,8266;0,256;-1,966;;;;2893,100000;-6,977;-7,055;4,133;7,553;7,700;;;
0,8268;0,261;-1,917;;;;2893,800000;-6,982;-7,060;4,134;7,553;7,705;;;
0,8270;0,252;-1,863;;;;2894,500000;-6,982;-7,060;4,135;7,558;7,709;;;
0,8272;0,261;-1,805;;;;2895,200000;-6,982;-7,050;4,136;7,558;7,705;;;
0,8274;0,256;-1,746;;;;2895,900000;-6,987;-7,060;4,137;7,558;7,705;;;
0,8276;0,261;-1,692;;;;2896,600000;-6,982;-7,050;4,138;7,558;7,705;;;
0,8278;0,261;-1,639;;;;2897,300000;-6,982;-7,055;4,139;7,553;7,700;;;
0,8280;0,261;-1,585;;;;2898,000000;-6,982;-7,055;4,140;7,558;7,705;;;
0,8282;0,261;-1,531;;;;2898,700000;-6,982;-7,050;4,141;7,553;7,705;;;
0,8284;0,261;-1,477;;;;2899,400000;-6,982;-7,065;4,142;7,553;7,700;;;
0,8286;0,256;-1,429;;;;2900,100000;-6,977;-7,055;4,143;7,563;7,705;;;
0,8288;0,261;-1,370;;;;2900,800000;-6,987;-7,060;4,144;7,558;7,700;;;
0,8290;0,261;-1,311;;;;2901,500000;-6,982;-7,055;4,145;7,558;7,709;;;
0,8292;0,261;-1,258;;;;2902,200000;-6,982;-7,055;4,146;7,563;7,705;;;
0,8294;0,266;-1,199;;;;2902,900000;-6,982;-7,060;4,147;7,563;7,705;;;
0,8296;0,266;-1,145;;;;2903,600000;-6,982;-7,050;4,148;7,563;7,705;;;
0,8298;0,261;-1,092;;;;2904,300000;-6,982;-7,065;4,149;7,563;7,705;;;
0,8300;0,261;-1,038;;;;2905,000000;-6,972;-7,055;4,150;7,563;7,705;;;
0,8302;0,261;-0,984;;;;2905,700000;-6,987;-7,060;4,151;7,568;7,705;;;
0,8304;0,261;-0,921;;;;2906,400000;-6,977;-7,050;4,152;7,558;7,700;;;
0,8306;0,261;-0,867;;;;2907,100000;-6,982;-7,055;4,153;7,568;7,705;;;
