"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)"
;;;;;;2167,900000;-6,845;-7,045;3,097;-6,659;-7,050
;;;;;;2168,600000;-6,855;-7,050;3,098;-6,664;-7,055
;;;;;;2169,300000;-6,850;-7,050;3,099;-6,669;-7,050
;;;;;;2170,000000;-6,850;-7,055;3,100;-6,674;-7,050
;;;;;;2170,700000;-6,850;-7,055;3,101;-6,679;-7,055
;;;;;;2171,400000;-6,855;-7,050;3,102;-6,679;-7,050
;;;;;;2172,100000;-6,855;-7,060;3,103;-6,684;-7,060
;;;;;;2172,800000;-6,850;-7,055;3,104;-6,689;-7,045
;;;;;;2173,500000;-6,860;-7,055;3,105;-6,684;-7,050
;;;;;;2174,200000;-6,855;-7,050;3,106;-6,694;-7,050
;;;;;;2174,900000;-6,860;-7,050;3,107;-6,689;-7,050
;;;;;;2175,600000;-6,860;-7,050;3,108;-6,698;-7,060
;;;;;;2176,300000;-6,850;-7,045;3,109;-6,703;-7,050
;;;;;;2177,000000;-6,864;-7,050;3,110;-6,703;-7,050
;;;;;;2177,700000;-6,855;-7,050;3,111;-6,708;-7,055
;;;;;;2178,400000;-6,864;-7,050;3,112;-6,708;-7,050
;;;;;;2179,100000;-6,860;-7,050;3,113;-6,713;-7,050
;;;;;;2179,800000;-6,864;-7,045;3,114;-6,713;-7,050
;;;;;;2180,500000;-6,864;-7,055;3,115;-6,713;-7,045
;;;;;;2181,200000;-6,860;-7,050;3,116;-6,718;-7,055
;;;;;;2181,900000;-6,869;-7,055;3,117;-6,718;-7,045
;;;;;;2182,600000;-6,864;-7,050;3,118;-6,723;-7,050
;;;;;;2183,300000;-6,869;-7,050;3,119;-6,723;-7,050
;;;;;;2184,000000;-6,869;-7,055;3,120;-6,728;-7,050
;;;;;;2184,700000;-6,869;-7,045;3,121;-6,733;-7,060
;;;;;;2185,400000;-6,869;-7,055;3,122;-6,737;-7,050
;;;;;;2186,100000;-6,864;-7,045;3,123;-6,737;-7,055
;;;;;;2186,800000;-6,874;-7,050;3,124;-6,742;-7,050
;;;;;;2187,500000;-6,869;-7,050;3,125;-6,737;-7,050
;;;;;;2188,200000;-6,869;-7,050;3,126;-6,747;-7,050
;;;;;;2188,900000;-6,874;-7,050;3,127;-6,742;-7,045
;;;;;;2189,600000;-6,869;-7,045;3,128;-6,747;-7,055
;;;;;;2190,300000;-6,874;-7,055;3,129;-6,752;-7,055
;;;;;;2191,000000;-6,874;-7,050;3,130;-6,747;-7,055
;;;;;;2191,700000;-6,879;-7,055;3,131;-6,757;-7,055
;;;;;;2192,400000;-6,874;-7,050;3,132;-6,757;-7,050
;;;;;;2193,100000;-6,874;-7,050;3,133;-6,757;-7,050
;;;;;;2193,800000;-6,884;-7,055;3,134;-6,762;-7,045
;;;;;;2194,500000;-6,874;-7,045;3,135;-6,762;-7,050
;;;;;;2195,200000;-6,884;-7,050;3,136;-6,772;-7,055
;;;;;;2195,900000;-6,874;-7,050;3,137;-6,767;-7,050
;;;;;;2196,600000;-6,879;-7,050;3,138;-6,767;-7,055
;;;;;;2197,300000;-6,874;-7,050;3,139;-6,772;-7,050
;;;;;;2198,000000;-6,879;-7,050;3,140;-6,772;-7,050
;;;;;;2198,700000;-6,879;-7,055;3,141;-6,777;-7,055
;;;;;;2199,400000;-6,874;-7,050;3,142;-6,777;-7,050
;;;;;;2200,100000;-6,884;-7,050;3,143;-6,777;-7,055
;;;;;;2200,800000;-6,884;-7,050;3,144;-6,786;-7,055
;;;;;;2201,500000;-6,884;-7,050;3,145;-6,781;-7,050
;;;;;;2202,200000;-6,884;-7,055;3,146;-6,786;-7,055
;;;;;;2202,900000;-6,889;-7,050;3,147;-6,786;-7,045
;;;;;;2203,600000;-6,889;-7,060;3,148;-6,786;-7,050
;;;;;;2204,300000;-6,884;-7,050;3,149;-6,796;-7,050
;;;;;;2205,000000;-6,894;-7,050;3,150;-6,791;-7,050
;;;;;;2205,700000;-6,889;-7,050;3,151;-6,796;-7,055
;;;;;;2206,400000;-6,889;-7,045;3,152;-6,796;-7,050
;;;;;;2207,100000;-6,889;-7,050;3,153;-6,801;-7,050
;;;;;;2207,800000;-6,889;-7,050;3,154;-6,801;-7,050
;;;;;;2208,500000;-6,899;-7,050;3,155;-6,796;-7,050
;;;;;;2209,200000;-6,889;-7,050;3,156;-6,801;-7,060
;;;;;;2209,900000;-6,894;-7,050;3,157;-6,801;-7,050
;;;;;;2210,600000;-6,894;-7,055;3,158;-6,806;-7,055
;;;;;;2211,300000;-6,894;-7,050;3,159;-6,811;-7,055
;;;;;;2212,000000;-6,894;-7,055;3,160;-6,806;-7,050
;;;;;;2212,700000;-6,894;-7,050;3,161;-6,811;-7,055
;;;;;;2213,400000;-6,899;-7,060;3,162;-6,816;-7,050
;;;;;;2214,100000;-6,894;-7,050;3,163;-6,816;-7,055
;;;;;;2214,800000;-6,899;-7,055;3,164;-6,821;-7,050
;;;;;;2215,500000;-6,894;-7,050;3,165;-6,816;-7,055
;;;;;;2216,200000;-6,899;-7,045;3,166;-6,825;-7,055
;;;;;;2216,900000;-6,899;-7,050;3,167;-6,821;-7,050
;;;;;;2217,600000;-6,894;-7,050;3,168;-6,825;-7,055
;;;;;;2218,300000;-6,904;-7,055;3,169;-6,825;-7,055
;;;;;;2219,000000;-6,899;-7,050;3,170;-6,821;-7,055
;;;;;;2219,700000;-6,899;-7,050;3,171;-6,830;-7,055
;;;;;;2220,400000;-6,904;-7,055;3,172;-6,830;-7,050
;;;;;;2221,100000;-6,899;-7,050;3,173;-6,835;-7,055
;;;;;;2221,800000;-6,904;-7,060;3,174;-6,835;-7,050
;;;;;;2222,500000;-6,904;-7,050;3,175;-6,830;-7,050
;;;;;;2223,200000;-6,908;-7,055;3,176;-6,835;-7,055
;;;;;;2223,900000;-6,904;-7,055;3,177;-6,835;-7,045
;;;;;;2224,600000;-6,904;-7,050;3,178;-6,840;-7,050
;;;;;;2225,300000;-6,904;-7,050;3,179;-6,835;-7,050
;;;;;;2226,000000;-6,908;-7,050;3,180;-6,840;-7,055
;;;;;;2226,700000;-6,904;-7,050;3,181;-6,845;-7,060
;;;;;;2227,400000;-6,904;-7,050;3,182;-6,845;-7,050
;;;;;;2228,100000;-6,908;-7,050;3,183;-6,845;-7,055
;;;;;;2228,800000;-6,908;-7,050;3,184;-6,855;-7,050
;;;;;;2229,500000;-6,908;-7,050;3,185;-6,845;-7,050
;;;;;;2230,200000;-6,908;-7,055;3,186;-6,845;-7,055
;;;;;;2230,900000;-6,908;-7,050;3,187;-6,850;-7,050
;;;;;;2231,600000;-6,913;-7,055;3,188;-6,850;-7,050
;;;;;;2232,300000;-6,904;-7,050;3,189;-6,855;-7,055
;;;;;;2233,000000;-6,913;-7,055;3,190;-6,850;-7,055
;;;;;;2233,700000;-6,908;-7,055;3,191;-6,855;-7,055
;;;;;;2234,400000;-6,913;-7,050;3,192;-6,860;-7,050
;;;;;;2235,100000;-6,913;-7,050;3,193;-6,860;-7,050
;;;;;;2235,800000;-6,908;-7,050;3,194;-6,864;-7,050
;;;;;;2236,500000;-6,913;-7,055;3,195;-6,855;-7,050
;;;;;;2237,200000;-6,908;-7,050;3,196;-6,860;-7,055
;;;;;;2237,900000;-6,918;-7,050;3,197;-6,864;-7,050
;;;;;;2238,600000;-6,913;-7,050;3,198;-6,864;-7,050
;;;;;;2239,300000;-6,913;-7,050;3,199;-6,869;-7,050
;;;;;;2240,000000;-6,913;-7,055;3,200;-6,860;-7,050
;;;;;;2240,700000;-6,913;-7,055;3,201;-6,864;-7,060
;;;;;;2241,400000;-6,913;-7,060;3,202;-6,869;-7,050
;;;;;;2242,100000;-6,908;-7,050;3,203;-6,869;-7,055
;;;;;;2242,800000;-6,923;-7,055;3,204;-6,874;-7,055
;;;;;;2243,500000;-6,913;-7,050;3,205;-6,874;-7,045
;;;;;;2244,200000;-6,918;-7,050;3,206;-6,869;-7,050
;;;;;;2244,900000;-6,918;-7,050;3,207;-6,874;-7,050
;;;;;;2245,600000;-6,918;-7,045;3,208;-6,869;-7,050
;;;;;;2246,300000;-6,918;-7,055;3,209;-6,879;-7,055
;;;;;;2247,000000;-6,918;-7,050;3,210;-6,874;-7,055
;;;;;;2247,700000;-6,918;-7,050;3,211;-6,874;-7,055
;;;;;;2248,400000;-6,918;-7,050;3,212;-6,884;-7,060
;;;;;;2249,100000;-6,918;-7,050;3,213;-6,879;-7,050
;;;;;;2249,800000;-6,923;-7,055;3,214;-6,884;-7,055
;;;;;;2250,500000;-6,923;-7,050;3,215;-6,879;-7,050
;;;;;;2251,200000;-6,923;-7,060;3,216;-6,879;-7,055
;;;;;;2251,900000;-6,923;-7,050;3,217;-6,884;-7,055
;;;;;;2252,600000;-6,923;-7,055;3,218;-6,884;-7,050
;;;;;;2253,300000;-6,923;-7,055;3,219;-6,889;-7,055
;;;;;;2254,000000;-6,923;-7,055;3,220;-6,889;-7,050
;;;;;;2254,700000;-6,928;-7,055;3,221;-6,889;-7,055
;;;;;;2255,400000;-6,923;-7,050;3,222;-6,889;-7,050
;;;;;;2256,100000;-6,923;-7,055;3,223;-6,889;-7,050
;;;;;;2256,800000;-6,918;-7,045;3,224;-6,889;-7,055
;;;;;;2257,500000;-6,928;-7,050;3,225;-6,889;-7,045
;;;;;;2258,200000;-6,923;-7,055;3,226;-6,889;-7,050
;;;;;;2258,900000;-6,928;-7,055;3,227;-6,899;-7,050
;;;;;;2259,600000;-6,923;-7,055;3,228;-6,889;-7,045
;;;;;;2260,300000;-6,928;-7,050;3,229;-6,894;-7,060
;;;;;;2261,000000;-6,928;-7,060;3,230;-6,894;-7,050
;;;;;;2261,700000;-6,928;-7,055;3,231;-6,894;-7,055
;;;;;;2262,400000;-6,933;-7,055;3,232;-6,899;-7,050
;;;;;;2263,100000;-6,928;-7,055;3,233;-6,894;-7,050
;;;;;;2263,800000;-6,923;-7,050;3,234;-6,899;-7,055
;;;;;;2264,500000;-6,928;-7,055;3,235;-6,899;-7,045
;;;;;;2265,200000;-6,928;-7,050;3,236;-6,899;-7,055
;;;;;;2265,900000;-6,933;-7,055;3,237;-6,904;-7,050
;;;;;;2266,600000;-6,923;-7,050;3,238;-6,899;-7,050
;;;;;;2267,300000;-6,933;-7,050;3,239;-6,904;-7,050
;;;;;;2268,000000;-6,928;-7,050;3,240;-6,904;-7,050
;;;;;;2268,700000;-6,933;-7,055;3,241;-6,899;-7,050
;;;;;;2269,400000;-6,933;-7,055;3,242;-6,908;-7,055
;;;;;;2270,100000;-6,928;-7,050;3,243;-6,899;-7,050
;;;;;;2270,800000;-6,938;-7,055;3,244;-6,904;-7,055
;;;;;;2271,500000;-6,928;-7,055;3,245;-6,904;-7,050
;;;;;;2272,200000;-6,933;-7,055;3,246;-6,904;-7,045
;;;;;;2272,900000;-6,928;-7,055;3,247;-6,908;-7,050
;;;;;;2273,600000;-6,933;-7,050;3,248;-6,904;-7,050
;;;;;;2274,300000;-6,933;-7,060;3,249;-6,908;-7,055
;;;;;;2275,000000;-6,928;-7,050;3,250;-6,908;-7,055
;;;;;;2275,700000;-6,938;-7,050;3,251;-6,908;-7,050
;;;;;;2276,400000;-6,933;-7,050;3,252;-6,913;-7,055
;;;;;;2277,100000;-6,938;-7,050;3,253;-6,913;-7,050
;;;;;;2277,800000;-6,933;-7,055;3,254;-6,913;-7,055
;;;;;;2278,500000;-6,933;-7,045;3,255;-6,913;-7,050
;;;;;;2279,200000;-6,933;-7,055;3,256;-6,913;-7,050
;;;;;;2279,900000;-6,928;-7,055;3,257;-6,918;-7,050
;;;;;;2280,600000;-6,938;-7,055;3,258;-6,913;-7,050
;;;;;;2281,300000;-6,933;-7,055;3,259;-6,913;-7,060
;;;;;;2282,000000;-6,938;-7,050;3,260;-6,918;-7,055
;;;;;;2282,700000;-6,938;-7,055;3,261;-6,908;-7,050
;;;;;;2283,400000;-6,933;-7,050;3,262;-6,923;-7,050
;;;;;;2284,100000;-6,933;-7,055;3,263;-6,913;-7,050
;;;;;;2284,800000;-6,933;-7,050;3,264;-6,918;-7,055
;;;;;;2285,500000;-6,943;-7,055;3,265;-6,918;-7,050
;;;;;;2286,200000;-6,938;-7,050;3,266;-6,913;-7,045
;;;;;;2286,900000;-6,943;-7,050;3,267;-6,918;-7,050
;;;;;;2287,600000;-6,933;-7,050;3,268;-6,923;-7,050
;;;;;;2288,300000;-6,938;-7,050;3,269;-6,918;-7,050
;;;;;;2289,000000;-6,943;-7,055;3,270;-6,923;-7,055
;;;;;;2289,700000;-6,938;-7,050;3,271;-6,923;-7,045
;;;;;;2290,400000;-6,947;-7,055;3,272;-6,923;-7,060
;;;;;;2291,100000;-6,943;-7,055;3,273;-6,923;-7,050
;;;;;;2291,800000;-6,943;-7,050;3,274;-6,923;-7,050
;;;;;;2292,500000;-6,943;-7,060;3,275;-6,923;-7,050
;;;;;;2293,200000;-6,938;-7,050;3,276;-6,923;-7,045
;;;;;;2293,900000;-6,943;-7,055;3,277;-6,923;-7,060
;;;;;;2294,600000;-6,938;-7,050;3,278;-6,928;-7,050
;;;;;;2295,300000;-6,943;-7,050;3,279;-6,928;-7,050
;;;;;;2296,000000;-6,938;-7,050;3,280;-6,933;-7,055
;;;;;;2296,700000;-6,938;-7,050;3,281;-6,928;-7,050
;;;;;;2297,400000;-6,943;-7,060;3,282;-6,928;-7,060
;;;;;;2298,100000;-6,943;-7,050;3,283;-6,928;-7,050
;;;;;;2298,800000;-6,943;-7,055;3,284;-6,928;-7,050
;;;;;;2299,500000;-6,943;-7,050;3,285;-6,933;-7,050
;;;;;;2300,200000;-6,947;-7,050;3,286;-6,928;-7,050
;;;;;;2300,900000;-6,943;-7,050;3,287;-6,933;-7,055
